Index_0,Technical_Name,Pretty_Name
s,pirate_dvdr3_g,Ghost Ship Edging 3
s,pirate_dvdr2_g,Ghost Ship Edging 2
s,school_chairgold,Rare Gilded Chair
s,school_coatrack_g,Green Coatrack
s,school_locker_g_notele,Green School Locker
s,school_coatrack_b,Blue Coatrack
s,school_locker_b_notele,Blue School Locker
s,school_chair_b,Blue School Chair
s,school_locker_g,Teleport School Locker
s,school_consolegold,Rare Gilded Desk
s,school_chair_g,Green School Chair
s,school_fountain,School Water Fountain
s,school_locker_r_notele,Red School Locker
s,school_console_g,Green School Desk
s,school_console_b,Blue School Desk
s,school_coatrack_r,Red Coatrack
s,school_gate,School Gates
s,school_cafe,School Lunch Cart
s,grungelamp,Grunge Lamp
s,ads_clearasil_vend2,ads_clearasil_vend2 name
s,golden_apple,LTD Rare Golden Apple
s,trophy_display,Trophy Display
s,hween13_sheep,Sally the Sheep
s,hween13_rose,Wilting Rose
s,hween13_book,Seance Book
s,hween13_castleturret3,Castle Turret Top
s,hween13_castleturret1,Castle Turret block
s,hween13_castleturret2,Castle Turret Block with window
s,hween13_castleblock2,Castle Wall with window
s,hween13_bridgeend,Troll Bridge End
s,hween13_thorndiv2,Thorny Divider Corner Piece
s,hween13_thorndiv1,Thorny Divider
s,hween13_gutsfloor,Guts Floor Piece
s,hween13_grass,Thorny grass
s,hween13_castlespike,Castle Wall Spike
s,hween13_castleblock1,Castle Wall
s,hween13_floor2,Castle floor tile
s,hween13_roombg,Terrifying background
s,hween13_bridgemid,Troll Bridge Middle
s,hween13_fence_1,Metal Fence
s,hween13_stage_s,Stage 1x1 Piece
s,hween13_crnr_1,Metal Corner
s,hween13_cardtable,House of Cards Table
s,hween13_gate_1,Metal Gate
s,hween13_tree,Poisonous Apple Tree
s,hween13_bldtrail,Blood Drips
s,hween13_teacup,Tea Cup Seat
s,hween13_tile1,Red Spades Card Tile
s,hween13_stage_l,Stage 2x2 Piece
s,hween13_tele,Reaper Teleport
s,hween13_chair,Pocket Watch
s,hween13_tile2,Dark Spades Card Tile
s,hween13_candle,Floating candle
s,hween13_piglamp,Pig Candelabra
s,hween13_castlegarg,Castle Gargoyle
s,hween13_castledoor,Castle Door
s,hween13_teaset,Tea set
s,hween13_dwarfdiv,Railing of dwarf heads
s,hween13_dwarfcrn,Corner of the dwarf railing
s,info_terminal,Information Terminal
s,button_green,Green Button
s,hween13_bed,Bed made of a scroll
s,loyalty_pig,Headonistic Pig
s,hween13_monsterpea,Princess and the Pea Rare
s,hween13_sheepdemon,Demonic Sheep
s,hween13_throne,Throne of Thorns
s,yttv2n,The Secret TV
s,cine_teleport4,Cinema Teleport
s,cine_starchair,Director's Chair
s,cine_pillarlight,Cine Pillar Light
s,cine_teleport2,Cinema Teleport
s,cine_bigcorn,Big Popcorn
s,cine_teleport1,Cinema Teleport
s,cine_soda,Big Soda
s,cine_teleport3,Cinema Teleport
s,ads_dtlrare,Ditch the Label Flag Machine
s,mystics_crystal,NFS CRYSTAL
s,sfx_taperec_breakbeat,sfx_taperec_breakbeat name
s,sfx_taperec,sfx_taperec name
s,sfx_taperec_bassline,sfx_taperec_bassline name
s,sound_set_79,Sound set 79
s,background_color,background_color name
s,pixel_couch_pink,Pink Couch (non-tradeable)
s,pixel_couch_green,Green Couch (non-tradeable)
s,pixel_couch_black,Black Couch (non-tradeable)
s,pixel_couch_red,Red Couch (non-tradeable)
s,xmas13_block2,Small Wooden Block
s,xmas13_snowflake10,Icy Cannon
s,xmas13_snowflake2,Icy thorn bush
s,xmas13_table,Workshop Table
s,xmas13_snowflake5,Icy Tiki statue
s,xmas13_snack,Snack
s,xmas13_snowflake9,Icy Cactus
s,xmas13_snowflake3,Icy duck shrub
s,xmas13_block1,Large Wooden Block
s,xmas13_snowflake6,Icy cupid
s,xmas13_snowflake1,Icy candelabra
s,xmas13_snowflake7,Icy sink
s,xmas13_snowflake4,Icy lamp post
s,xmas13_snowflake8,Icy blue plant
s,xmas13_chair,Workshop chair
s,xmas13_floor,Workshop Floor
s,js_bling_chair_w,White Bling Chair
s,js_bling_bed,White Bling Bed
s,js_chandelier,Chandelier
s,js_bling11_seat1,White Bling Seat
s,js_bling_fridge,White Bling Fridge
s,js_bling11_seat2,White Slot Chair
s,js_bling11_sofa,White Bling Sofa
s,js_bling11_dvn,White Bling Divan
s,lidotower,lidotower name
s,test_tent,test_tent name
s,test_cnd_not_stuff_is,test_cnd_not_stuff_is name
s,test_cnd_not_furni_on,test_cnd_not_furni_on name
s,info_terminal_test,Forum Terminal
s,talking_fridge,talking_fridge name
s,telescopetest,telescopetest name
s,test_spacerent,test_spacerent name
s,guild_customized,Test guild custom furni
s,test_effectswitch,test_effectswitch name
s,test_cnd_not_hv_avtrs,test_cnd_not_hv_avtrs name
s,vimeo_cubie,vimeo_cubie name
s,vote_majority,vote_majority name
s,test_cnd_not_in_group,test_cnd_not_in_group name
s,ytprojector,ytprojector name
s,test_cnd_not_match_snap,test_cnd_not_match_snap name
s,testbot,testbot name
s,ach_resolution_test,ach Resolution test
s,test_bigtent,test_bigtent name
s,test_cnd_not_in_team,test_cnd_not_in_team name
s,icecream_stand,icecream_stand name
s,test_candyfloss,test_candyfloss name
s,test_cnd_not_wearing_b,test_cnd_not_wearing_b name
s,shallow_test,shallow_test name
s,test_cnd_not_wearing_f,test_cnd_not_wearing_f name
s,test_builder_placeholder,test_builder_placeholder name
s,test_cnd_not_trggrer_on,test_cnd_not_trggrer_on name
s,change_state_on_step,change_state_on_step name
s,test_highscore*1,test_highscore_alltime name
s,test_highscore*2,test_highscore_daily name
s,test_highscore*3,test_highscore_weekly name
s,test_highscore*4,test_highscore_monthly name
s,testtubetv2,testtubetv2 name
s,vimeo_test,vimeo_test name
s,action_link_furni_test,action_link_furni_test name
s,test_highscore_wins*1,test_highscore_wins_alltime name
s,test_highscore_wins*2,test_highscore_wins_daily name
s,test_highscore_wins*3,test_highscore_wins_weekly name
s,test_highscore_wins*4,test_highscore_wins_monthly name
s,cr_tree_basic_01,Tree Trunk
s,handitem_tester,handitem_tester name
s,builder_exp,builder_exp name
s,cameraproto,cameraproto name
s,test_shipside,test_shipside name
s,lovelock_test,lovelock_test name
s,testing_crackable,testing_crackable name
s,royal_sofa,Royal Sofa
s,test_ltd_handitem,test_ltd_handitem name
s,testing_yt,testing_yt name
s,vote_machine,vote_machine name
s,badge_display_case,Badge Display Case Test
s,testtubetv1,testtubetv1 name
s,royal_chair,Royal Throne
s,random_tele_2,random_tele_2 name
s,statestoragetesting*1,statestoragetesting
s,statestoragetesting*2,statestoragetesting
s,statestoragetesting*3,statestoragetesting
s,statestoragetesting*4,statestoragetesting
s,statestoragetesting*5,statestoragetesting
s,statestoragetesting*6,statestoragetesting
s,statestoragetesting*7,statestoragetesting
s,statestoragetesting*8,statestoragetesting
s,statestoragetesting*9,statestoragetesting
s,test_cnd_not_user_count,test_cnd_not_user_count name
s,soundblock,soundblock name
s,testing_rentablespace,testing_rentablespace name
s,test_festhotdog,test_festhotdog name
s,random_teleport,random_teleport name
s,soundblock_breakbeat,soundblock_breakbeat name
s,stackable_water,stackable_water
s,water_backdrop,water_backdrop name
s,wf_cnd_not_trggrer_on,WIRED Negative Condition: Triggerer is NOT on furni
s,wf_cnd_not_in_team,WIRED Negative Condition: NOT Team Member
s,wf_cnd_not_furni_on,WIRED Negative Condition: Has NO Furni On
s,wf_cnd_not_hv_avtrs,WIRED Negative Condition: Furnis have NO avatars
s,wf_trg_at_time_long,wf_trg_at_time_long name
s,wf_cnd_not_user_count,WIRED Condition: User DOESN'T count in Room
s,wf_cnd_not_wearing_fx,wf_cnd_not_wearing_fx name
s,wf_cnd_user_count_in,WIRED Condition: User count in Room
s,wf_cnd_not_wearing_b,wf_cnd_not_wearing_b name
s,wf_cnd_stuff_is,Wired Condition: Furni Matches
s,wf_cnd_not_in_group,WIRED Negative Condition: NOT Group Member
s,wf_cnd_not_stuff_is,WIRED Condition: Furni DOESN'T Match
s,wf_act_move_furni_to,WIRED Effect: Move Triggering Furni
s,wf_act_toggle_to_rnd,WIRED Effect: Toggle Furni to Random State
s,wf_cnd_not_match_snap,WIRED Negative Condition: Furni states DOESN'T match
s,crystal_dragon,Crystal Dragon
s,crystal_throne,Crystal Throne
s,white_dino_egg,Pearl Dragon Egg
s,bg_cloud,bg_cloud name
s,hole4,hole4 name
s,hole1x1test,hole1x1test name
s,teleport_random,teleport_random name
s,teleport_random_2,teleport_random_2 name
s,CF_5000_suitcase,CF_5000_suitcase name
s,bc_block_0*1,Small Block
s,bc_block_0*10,Small Block 10
s,bc_block_0*11,Small Block 11
s,bc_block_0*12,Small Block 12
s,bc_block_0*13,Small Block 13
s,bc_block_0*14,Small Block 14
s,bc_block_0*2,Small Block 2
s,bc_block_0*3,Small Block 3
s,bc_block_0*4,Small Block 4
s,bc_block_0*5,Small Block 5
s,bc_block_0*6,Small Block 6
s,bc_block_0*7,Small Block 7
s,bc_block_0*8,Small Block 8
s,bc_block_0*9,Small Block 9
s,bc_block_1*1,Large Block
s,bc_block_1*10,Large Block 10
s,bc_block_1*11,Large Block 11
s,bc_block_1*12,Large Block 12
s,bc_block_1*13,Large Block 13
s,bc_block_1*14,Large Block 14
s,bc_block_1*2,Large Block 2
s,bc_block_1*3,Large Block 3
s,bc_block_1*4,Large Block 4
s,bc_block_1*5,Large Block 5
s,bc_block_1*6,Large Block 6
s,bc_block_1*7,Large Block 7
s,bc_block_1*8,Large Block 8
s,bc_block_1*9,Large Block 9
s,xmas13_rug,Carpenter's Carpet
s,xmas13_shelves,Mahogany Shelves
s,xmas13_pillar,Wrapping Paper Pillar
s,xmas13_toyhorse,Wooden Horse
s,xmas13_tools1,Mallet and Chisel
s,xmas13_paintsplat1,Green Paint Splat
s,xmas13_gingerbread,Gingerbread House
s,xmas13_light,Christmas Tree Light
s,xmas13_candycane1,Candy Machine
s,xmas13_paintsplat3,Purple Paint Splat
s,xmas13_paintsplat4,Yellow Paint Splat
s,xmas13_paintsplat2,Blue Paint Splat
s,xmas13_candycane2,Candy Pipe
s,xmas13_bucket1,Paint Bucket
s,xmas13_toyblock2,Purple Toy Block
s,xmas13_toyblock4,Blue Toy Block
s,xmas13_toyblock3,Green Toy Block
s,hc_exe_seccam,HC Executive Security Camera
s,hc_exe_wrkdesk,HC Executive Work Desk
s,hc_exe_glassdvdr,HC Executive Glass Divider
s,hc_exe_sofa,HC Executive Sofa
s,hc_exe_s_table,HC Executive Small Table
s,hc_exe_light,HC Executive Light
s,hc_exe_chair2,HC Executive Boss Chair
s,hc_exe_table,HC Executive Boss Table
s,hc_exe_chair,HC Executive Sofa Chair
s,hc_exe_elevator,HC Executive Elevator Teleport
s,hc_exe_cubelight,HC Executive Cube Light
s,mutearea_sign,mutearea_sign name
s,buildarea_sign,buildarea_sign name
s,xmas13_mincepies,Mince Pies
s,xmas13_eggnogbowl,Eggnog Bowl
s,xmas13_eggnogglass,Eggnog Set
s,xmas13_machine1,Magical Machine
s,xmas13_jack,Jack in the Box
s,xmas13_throne,2014 LTD Rare
s,xmas13_toolbox,Toolset
s,xmas13_workdesk,Santa's Workdesk
s,xmas13_robotdino,Robot Dinosaur
s,gnome_box,Gnome in a Box
s,CF_750_duck,Diamond Duck
s,CF_350_duck,Emerald Duck
s,xmas13_terminal,Candy Terminal
s,xmas13_icecream,Icy Ice Cream Maker
s,roombg_stars,Starry Night
s,roombg_city1,Skyscraper City
s,roombg_city2,Evening Cityscape
s,rare_chinahorse,Ruby and Gold Horse Statue
s,bc_block_redbrick*1,Brick Block 1
s,bc_block_redbrick*10,Brick Block 10
s,bc_block_redbrick*11,Brick Block 11
s,bc_block_redbrick*12,Brick Block 12
s,bc_block_redbrick*13,Brick Block 13
s,bc_block_redbrick*14,Brick Block 14
s,bc_block_redbrick*2,Brick Block 2
s,bc_block_redbrick*3,Brick Block 3
s,bc_block_redbrick*4,Brick Block 4
s,bc_block_redbrick*5,Brick Block 5
s,bc_block_redbrick*6,Brick Block 6
s,bc_block_redbrick*7,Brick Block 7
s,bc_block_redbrick*8,Brick Block 8
s,bc_block_redbrick*9,Brick Block 9
s,bc_block_artdeco1*1,Art Deco Block 1
s,bc_block_artdeco1*2,Art Deco Block 2
s,bc_block_artdeco1*3,Art Deco Block 3
s,bc_block_artdeco1*4,Art Deco Block 4
s,bc_block_artdeco1*5,Art Deco Block 5
s,bc_block_industrial*1,Industrial Block 1
s,bc_block_industrial*2,Industrial Block 2
s,bc_block_industrial*3,Industrial Block 3
s,bc_block_industrial*4,Industrial Block 4
s,bc_block_industrial*5,Industrial Block 5
s,bc_lavarock*1,Lava Block 1
s,bc_lavarock*10,Lava Block 10
s,bc_lavarock*11,Lava Block 11
s,bc_lavarock*12,Lava Block 12
s,bc_lavarock*13,Lava Block 13
s,bc_lavarock*14,Lava Block 14
s,bc_lavarock*2,Lava Block 2
s,bc_lavarock*3,Lava Block 3
s,bc_lavarock*4,Lava Block 4
s,bc_lavarock*5,Lava Block 5
s,bc_lavarock*6,Lava Block 6
s,bc_lavarock*7,Lava Block 7
s,bc_lavarock*8,Lava Block 8
s,bc_lavarock*9,Lava Block 9
s,bc_block_metalgrip*1,Metal Block 1
s,bc_block_metalgrip*2,Metal Block 2
s,bc_block_metalgrip*3,Metal Block 3
s,bc_block_metalgrip*4,Metal Block 4
s,bc_block_metalgrip*5,Metal Block 5
s,bc_block_grass*1,Grass Block 1
s,bc_block_grass*2,Grass Block 2
s,bc_block_grass*3,Grass Block 3
s,bc_block_grass*4,Grass Block 4
s,bc_block_grass*5,Grass Block 5
s,bc_block_grass*6,Grass Block 6
s,bc_block_grass*7,Grass Block 7
s,bc_block_marble*1,Marble Block 1
s,bc_block_marble*10,Marble Block 10
s,bc_block_marble*11,Marble Block 11
s,bc_block_marble*12,Marble Block 12
s,bc_block_marble*13,Marble Block 13
s,bc_block_marble*14,Marble Block 14
s,bc_block_marble*2,Marble Block 2
s,bc_block_marble*3,Marble Block 3
s,bc_block_marble*4,Marble Block 4
s,bc_block_marble*5,Marble Block 5
s,bc_block_marble*6,Marble Block 6
s,bc_block_marble*7,Marble Block 7
s,bc_block_marble*8,Marble Block 8
s,bc_block_marble*9,Marble Block 9
s,bc_block_sand*1,Sand Block 1
s,bc_block_sand*2,Sand Block 2
s,bc_block_sand*3,Sand Block 3
s,bc_block_sand*4,Sand Block 4
s,bc_block_sand*6,Sand Block 6
s,bc_block_sand*7,Sand Block 7
s,bc_block_glass*1,Glass Block 1
s,bc_block_glass*10,Glass Block 10
s,bc_block_glass*11,Glass Block 11
s,bc_block_glass*12,Glass Block 12
s,bc_block_glass*13,Glass Block 13
s,bc_block_glass*14,Glass Block 14
s,bc_block_glass*2,Glass Block 2
s,bc_block_glass*3,Glass Block 3
s,bc_block_glass*4,Glass Block 4
s,bc_block_glass*5,Glass Block 5
s,bc_block_glass*6,Glass Block 6
s,bc_block_glass*7,Glass Block 7
s,bc_block_glass*8,Glass Block 8
s,bc_block_glass*9,Glass Block 9
s,bc_round*1,Round Block
s,bc_round*10,Round Block 10
s,bc_round*11,Round Block 11
s,bc_round*12,Round Block 12
s,bc_round*13,Round Block 13
s,bc_round*14,Round Block 14
s,bc_round*2,Round Block 2
s,bc_round*3,Round Block 3
s,bc_round*4,Round Block 4
s,bc_round*5,Round Block 5
s,bc_round*6,Round Block 6
s,bc_round*7,Round Block 7
s,bc_round*8,Round Block 8
s,bc_round*9,Round Block 9
s,bc_block_wool*1,Wool Block 1
s,bc_block_wool*10,Wool Block 10
s,bc_block_wool*11,Wool Block 11
s,bc_block_wool*12,Wool Block 12
s,bc_block_wool*13,Wool Block 13
s,bc_block_wool*14,Wool Block 14
s,bc_block_wool*2,Wool Block 2
s,bc_block_wool*3,Wool Block 3
s,bc_block_wool*4,Wool Block 4
s,bc_block_wool*5,Wool Block 5
s,bc_block_wool*6,Wool Block 6
s,bc_block_wool*7,Wool Block 7
s,bc_block_wool*8,Wool Block 8
s,bc_block_wool*9,Wool Block 9
s,bc_stone*1,Stone Block 1
s,bc_stone*10,Stone Block 10
s,bc_stone*11,Stone Block 11
s,bc_stone*12,Stone Block 12
s,bc_stone*13,Stone Block 13
s,bc_stone*14,Stone Block 14
s,bc_stone*2,Stone Block 2
s,bc_stone*3,Stone Block 3
s,bc_stone*4,Stone Block 4
s,bc_stone*5,Stone Block 5
s,bc_stone*6,Stone Block 6
s,bc_stone*7,Stone Block 7
s,bc_stone*8,Stone Block 8
s,bc_stone*9,Stone Block 9
s,bc_metalcrate*1,Metal Crate Block 1
s,bc_metalcrate*10,Metal Crate Block 10
s,bc_metalcrate*11,Metal Crate Block 11
s,bc_metalcrate*12,Metal Crate Block 12
s,bc_metalcrate*13,Metal Crate Block 13
s,bc_metalcrate*14,Metal Crate Block 14
s,bc_metalcrate*2,Metal Crate Block 2
s,bc_metalcrate*3,Metal Crate Block 3
s,bc_metalcrate*4,Metal Crate Block 4
s,bc_metalcrate*5,Metal Crate Block 5
s,bc_metalcrate*6,Metal Crate Block 6
s,bc_metalcrate*7,Metal Crate Block 7
s,bc_metalcrate*8,Metal Crate Block 8
s,bc_metalcrate*9,Metal Crate Block 9
s,china_horse,Horse Statue
s,prizetrophy_storieshero,Habbo Stories Hero Trophy.
s,book_rare*0,Book of Habbo Knowledge I
s,book_rare*1,Rare Habbo Book of Knowledge
s,book_rare*2,Habbo Book of Knowledge III
s,book_rare*3,book_rare_3 name
s,book_rare*4,book_rare_4 name
s,book_rare*5,book_rare_5 name
s,book_rare*6,book_rare_6 name
s,book_rare*7,book_rare_7 name
s,book_rare*8,book_rare_8 name
s,book_rare*9,book_rare_9 name
s,val14_bench,Pine Bench
s,val14_table,Pine Table
s,val14_rosebook,Bouquet of Pages
s,val14_stool,Pine Stool
s,val14_bed_g,Green Form Recliner
s,val14_b_roof,Blue Spa Roof
s,val14_gate,Sliding Glass Doors
s,val14_tile2,Small Blue Spa Tile
s,val14_bed_o,Orange Form Recliner
s,val14_wchair,Spa Wheelchair
s,val14_tile3,Small Orange Spa Tile
s,val14_g_roof,Green Spa Roof
s,val14_bigplant1,Big Leaf Plant
s,val14_pot1,Calming Tree
s,val14_fbath,Marble Foot Bath
s,val14_tile1,Small Green Spa Tile
s,val14_y_roof,Clay Spa Roof
s,val14_archway,Leafy Archway
s,val14_door,Solo Glass Door
s,val14_recchair,Treatment Chair
s,val14_bed_b,Blue Form Recliner
s,val14_bigplant2,Narcissus Plant
s,val14_b_wall,Blue Exterior Wall
s,val14_g_wall,Green Exterior Wall
s,val14_y_wall,Yellow Exterior Wall
s,val14_lovelock1,L0-V3 Machine
s,val14_lovelock2,Pink L0-V3 Machine
s,prizetrophy_room2*1,prizetrophy_room2_g name
s,prizetrophy_room2*2,prizetrophy_room2_s name
s,prizetrophy_room2*3,prizetrophy_room2_b name
s,prizetrophy_hotel1*1,Hotel Prize Trophy
s,prizetrophy_hotel1*2,prizetrophy_hotel1_s name
s,prizetrophy_hotel1*3,prizetrophy_hotel1_b name
s,rare_pbag*0,Punching Bag I
s,rare_pbag*1,Punching Bag II
s,rare_pbag*2,Punching Bag III
s,rare_pbag*3,Punching Bag IV
s,rare_pbag*4,Punching Bag V
s,rare_pbag*5,Punching Bag VI
s,rare_pbag*6,Punching Bag VII
s,br_phoenix,Flaming Phoenix
s,val14_lamp,Elegant Lamp
s,stories_shakespeare_tree,Wondrous Weeping Willow
s,stories_shakespeare_swing,Garden Rose Swing
s,stories_shakespeare_bench,Rosemantic Bench
s,stories_shakespeare_fairy,Fairy Statue
s,hlympic_bear,Winter-lympix Bear
s,val14_fountain,Eternity Fountain
s,portabandeira,Portabandeira
s,val14_lovelock3,Gold L0-V3 Machine
s,runway_camera,Flash Camera
s,ads_nick_geyeser,The Slime Geyser
s,ads_nick_faketile,OMG Slime
s,runway_hangingb,Iconic wall hanging
s,runway_umbrellalight,Umbrella Light
s,runway_fan,Neon Runway Fan
s,runway_changing,Runway Dressing Room
s,rare_sage,Fortune-Teller Machine
s,runway_oldecamera,Antique Camera
s,runway_changingrare,Luxury Dressing Room
s,rare_stpat14,Pot O' Gold
s,nest_leprechaun,Leprechaun Nest
s,nest_gnome,Gnome Nest
s,leprechaun_box,Leprechaun Box
s,newbie_stairs_pink,newbie_stairs_pink name
s,newbie_stairs_black,newbie_stairs_black name
s,newbie_present_2014,New Habbo Welcome Gift
s,newbie_eleblock5,newbie_eleblock5 name
s,newbie_eleblock1,newbie_eleblock1 name
s,stories_sch_book,Book of wisdom
s,stories_sch_hourglass,Sands of time hourglass
s,LTD_fashionistam,Homme Fashionista
s,LTD_fashionistaf,Femme Fashionista
s,effect_faketile,Duck Effect
s,bc_block_water*1,Water Block
s,bc_block_water*2,Water Block 2
s,bc_block_water*3,Water Block 3
s,bc_block_water*4,Water Block 4
s,bc_block_water*5,Water Block 5
s,bc_block_water*6,Water Block 6
s,bc_tile*1,Tile Block
s,bc_tile*10,Tile Block 10
s,bc_tile*11,Tile Block 11
s,bc_tile*12,Tile Block 12
s,bc_tile*13,Tile Block 13
s,bc_tile*14,Tile Block 14
s,bc_tile*2,Tile Block 2
s,bc_tile*3,Tile Block 3
s,bc_tile*4,Tile Block 4
s,bc_tile*5,Tile Block 5
s,bc_tile*6,Tile Block 6
s,bc_tile*7,Tile Block 7
s,bc_tile*8,Tile Block 8
s,bc_tile*9,Tile Block 9
s,bc_terra*1,Terra Block
s,bc_terra*10,Terra Block 10
s,bc_terra*11,Terra Block 11
s,bc_terra*12,Terra Block 12
s,bc_terra*13,Terra Block 13
s,bc_terra*14,Terra Block 14
s,bc_terra*2,Terra Block 2
s,bc_terra*3,Terra Block 3
s,bc_terra*4,Terra Block 4
s,bc_terra*5,Terra Block 5
s,bc_terra*6,Terra Block 6
s,bc_terra*7,Terra Block 7
s,bc_terra*8,Terra Block 8
s,bc_terra*9,Terra Block 9
s,bc_flowerhedge*1,Flower Hedge
s,bc_flowerhedge*10,Flower Hedge 10
s,bc_flowerhedge*11,Flower Hedge 11
s,bc_flowerhedge*12,Flower Hedge 12
s,bc_flowerhedge*13,Flower Hedge 13
s,bc_flowerhedge*14,Flower Hedge 14
s,bc_flowerhedge*3,Flower Hedge 3
s,bc_flowerhedge*4,Flower Hedge 4
s,bc_flowerhedge*5,Flower Hedge 5
s,bc_flowerhedge*6,Flower Hedge 6
s,bc_flowerhedge*7,Flower Hedge 7
s,bc_flowerhedge*8,Flower Hedge 8
s,bc_flowerhedge*9,Flower Hedge 9
s,stories_sch_chair,Headmaster's chair
s,stories_sch_bookshelf,Prefect's bookshelf
s,easter14_chocchestrare,Cacao Chest
s,free_placement_room,free_placement_room name
s,easter14_plant,Electric Flowers
s,easter14_elecdivdr,Electric Fence
s,easter14_jar,Lupin Jar
s,easter14_pillar,Magnetic Pillar
s,easter14_block3,Small bright light block
s,easter14_block1,Large bright light block
s,easter14_metalfloor,Shiny alloy tile
s,easter14_lamp,Egg Lamp
s,easter14_roombg,Pixel Sunset
s,easter14_corner,Corner
s,easter14_captainchr,Captain´s Perch
s,easter14_flower,Polaroid Flower
s,easter14_palmtree,Luminescent Palm
s,easter14_teleport,Leafy Teleport
s,easter14_eggplant,Egg Plant
s,easter14_gate,Alien Gate
s,easter14_divider,Divider
s,easter14_block2,Large Foliage Block
s,easter14_block4,Small Foliage Block
s,easter14_techtreebrkn,Tech Tree
s,easter14_sandfloor,Cryptic tile
s,easter14_chair,Cable chair
s,easter14_grasspatch,Floral patch
s,easter14_techstump,Tech Stump
s,easter14_table,Tech table
s,easter14_effectgiver,Pillar of Hope
s,easter14_eleccrn,Electric Corner
s,easter14_screen,Little Bunny Foo Foo
s,easter14_statue,Cottontail Effigy
s,easter14_bunnysphinx,Lagomorph Sphinx
s,easter14_eggstar,Death Egg-Star
s,ltd_habberge3,Maw-Sit-Sit Egg
s,ltd_habberge2,Maw-Sit-Sit Egg
s,ltd_habberge4,Chirp Chirp Egg
s,ltd_habberge5,Dark Sapphire & Diamond Egg
s,wf_act_mute_triggerer,WIRED Effect: Mute user
s,ltd_habberge1,Lapis Lazuli Egg
s,easter14_habberge6,Habberge Aquamarine
s,stories_oldmusic_neon,On Air Sign
s,stories_oldmusic_vinyl,Vintage Vinyl Records
s,stories_oldmusic_guitarcase,Rockabilly Guitar Case
s,stories_oldmusic_mike,Crooner Microphone
s,wf_cnd_date_rng_active,WIRED Condition: Date and Time
s,rare_venusstatue,Venus de Habbo
s,guild_forum,Forum Furni
s,vikings_table_r,Steelscar Table
s,vikings_chair_g,Battleshade Chair
s,vikings_torch,Furolles Torch
s,vikings_bed,Viking bed
s,vikings_house,Viking Cotie (Needs Steelscar Helmet and Torch or Steelscar Helmet and Torch)
s,vikings_spike,Spiked Skull
s,vikings_wooddivdr,Timber Divider
s,vikings_floor,Dark Wood Floor
s,vikings_woodgate,Timber Gate
s,vikings_flag_r,Steelscar Flag
s,vikings_stonecrn,Stone Corner
s,vikings_animal_r,Steelscar Figurehead
s,vikings_basket1,Vegetable Bingue
s,vikings_stonedivdr,Stone Divider
s,vikings_outdoorstove,Cooking Pit
s,vikings_weapon,Viking Weapon Rack
s,vikings_animal_g,Battleshade Figurehead
s,vikings_indoorstove,Cooking Pit
s,vikings_roof_r,Amber Roof
s,vikings_gondola1,Viking Long Ship Front
s,vikings_basket2,Meat Bingue
s,vikings_table_g,Battleshade Table
s,vikings_gondola2b,Viking Long Ship Middle
s,vikings_woodcrn,Timber Corner
s,vikings_gondola3,Viking Long Ship Back
s,vikings_teleport,Runestone Teleport
s,vikings_flag_g,Battleshade Flag
s,vikings_gondola2c,Viking Long Ship Middle
s,vikings_roof_g,Verdigris Roof
s,vikings_chair_r,Steelscar Chair
s,vikings_tombstone,Viking Cross
s,vikings_stonegate,Stone Gate
s,vikings_stool,Lund Stool
s,vikings_gondola2a,Viking Long Ship Middle
s,vikings_stove,Vikings Stove
s,vikings_pillar,Viking Pillar
s,bc_wood*1,Simple Wood Block
s,bc_wood*2,Simple Wood block
s,bc_wood*3,Simple Wood block
s,bc_wood*4,Simple Wood block
s,bc_wood*5,Simple Wood block
s,bc_wood*6,Simple Wood block
s,vikings_runestone,Viking Relic
s,room_noob_bar,Habbo Hotel
s,room_noob_walltr1,Habbo Hotel
s,room_noob_table1,Habbo Hotel
s,room_noob_carpet1,Habbo Hotel
s,room_noob_fxremove,Habbo Hotel
s,room_noob_barchair,Habbo Hotel
s,room_noob_fx1,Habbo Hotel
s,room_noob_table2,Habbo Hotel
s,room_noob_stairside,Habbo Hotel
s,room_noob_walltr2,Habbo Hotel
s,room_noob_tallfloor,Habbo Hotel
s,room_noob_floor1,Habbo Hotel
s,room_noob_stairs,Habbo Hotel
s,room_noob_fx2,Habbo Hotel
s,room_noob_barside,Habbo Hotel
s,room_noob_sofa,Habbo Hotel
s,room_noob_glow,Habbo Hotel
s,room_noob_plant,Habbo Hotel
s,room_noob_wallcrnr,Habbo Hotel
s,room_noob_wallbl3,Habbo Hotel
s,room_noob_hanglight,Habbo Hotel
s,room_noob_wallbl1,Habbo Hotel
s,room_noob_div,Habbo Hotel
s,room_noob_floor3,Habbo Hotel
s,room_noob_floor2,Habbo Hotel
s,room_noob_chair,Habbo Hotel
s,room_noob_bargate,Habbo Hotel
s,room_noob_wallbl2,Habbo Hotel
s,room_noob_pool,Habbo Hotel
s,room_noob_fx4,Habbo Hotel
s,room_noob_fx3,Habbo Hotel
s,wf_blob_invis,Blob
s,wf_blob2_vis,Blob
s,vikings_throne,Game of Habbos
s,vikings_yggdrasil,Yggdrasil Tree
s,vikings_thor,Mjolnir of Thor
s,vikings_chesspiece,Viking Chess Piece
s,tablet_vendor,HiPad Vendor
s,CF_500_vikings,Viking Loot
s,ads_dtlrare_rc,Ditch the Label Equality Machine
